module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link,,,,,,,,
AI5043,AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
SO5044,Software Engineering Course,edX,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert,,,,,,,,
MA5045,Machine Learning Course,edX,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/beginner,,,,,,,,
AI5046,AI Course,Pluralsight,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert,,,,,,,,
IO5047,IoT Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
WE5048,Web Development Course,Google Developers,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
BL5049,Blockchain Course,edX,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate,,,,,,,,
AI5050,AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert,,,,,,,,
CL5051,Cloud Computing Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/intermediate,,,,,,,,
DE5052,DevOps Course,Pluralsight,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/intermediate,,,,,,,,
CY5053,Cybersecurity Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate,,,,,,,,
CY5054,Cybersecurity Course,Udemy,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/intermediate,,,,,,,,
WE5055,Web Development Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/intermediate,,,,,,,,
SO5056,Software Engineering Course,Pluralsight,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/expert,,,,,,,,
MO5057,Mobile App Development Course,Coursera,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate,,,,,,,,
AI5058,AI Course,Udemy,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate,,,,,,,,
MO5059,Mobile App Development Course,Pluralsight,Beginner,Introduction to Beginner Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/beginner,,,,,,,,
MO5060,Mobile App Development Course,edX,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/intermediate,,,,,,,,
DA5061,Data Science Course,Coursera,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://coursera.com/data-science/expert,,,,,,,,
MO5062,Mobile App Development Course,Coursera,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate,,,,,,,,
DE5063,DevOps Course,Google Developers,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/intermediate,,,,,,,,
BL5064,Blockchain Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/intermediate,,,,,,,,
CY5065,Cybersecurity Course,Udemy,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner,,,,,,,,
AI5066,AI Course,LinkedIn Learning,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert,,,,,,,,
MO5067,Mobile App Development Course,Google Developers,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert,,,,,,,,
WE5068,Web Development Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate,,,,,,,,
WE5069,Web Development Course,Coursera,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://coursera.com/web-development/beginner,,,,,,,,
BL5070,Blockchain Course,Pluralsight,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert,,,,,,,,
WE5071,Web Development Course,Google Developers,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/expert,,,,,,,,
UI5072,UI/UX Design Course,Udemy,Expert,Intermediate Concepts in Expert UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/expert,,,,,,,,
DA5073,Data Science Course,LinkedIn Learning,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/expert,,,,,,,,
UI5074,UI/UX Design Course,Udemy,Expert,Intermediate Concepts in Expert UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/expert,,,,,,,,
CY5075,Cybersecurity Course,Coursera,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/beginner,,,,,,,,
AI5076,AI Course,LinkedIn Learning,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert,,,,,,,,
MA5077,Machine Learning Course,Pluralsight,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert,,,,,,,,
SO5078,Software Engineering Course,Pluralsight,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/beginner,,,,,,,,
MA5079,Machine Learning Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/beginner,,,,,,,,
BL5080,Blockchain Course,Coursera,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert,,,,,,,,
MO5081,Mobile App Development Course,Pluralsight,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/expert,,,,,,,,
BL5082,Blockchain Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/intermediate,,,,,,,,
MA5083,Machine Learning Course,edX,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
WE5084,Web Development Course,Coursera,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://coursera.com/web-development/expert,,,,,,,,
CY5085,Cybersecurity Course,edX,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert,,,,,,,,
IO5086,IoT Course,Coursera,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://coursera.com/iot/expert,,,,,,,,
CY5087,Cybersecurity Course,edX,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/intermediate,,,,,,,,
IO5088,IoT Course,Google Developers,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner,,,,,,,,
DE5089,DevOps Course,edX,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
WE5090,Web Development Course,edX,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/intermediate,,,,,,,,
DE5091,DevOps Course,Udemy,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/expert,,,,,,,,
SO5092,Software Engineering Course,edX,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner,,,,,,,,
SO5093,Software Engineering Course,Coursera,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert,,,,,,,,
WE5094,Web Development Course,Udemy,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner,,,,,,,,
BL5095,Blockchain Course,edX,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate,,,,,,,,
SO5096,Software Engineering Course,Google Developers,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/beginner,,,,,,,,
CY5097,Cybersecurity Course,Udemy,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner,,,,,,,,
BL5098,Blockchain Course,Udemy,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert,,,,,,,,
MO5099,Mobile App Development Course,edX,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/beginner,,,,,,,,
MA5100,Machine Learning Course,edX,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert,,,,,,,,
IO5101,IoT Course,Google Developers,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner,,,,,,,,
DE5102,DevOps Course,edX,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert,,,,,,,,
MO5103,Mobile App Development Course,Coursera,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/beginner,,,,,,,,
AI5104,AI Course,Pluralsight,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
AI5105,AI Course,Google Developers,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://googledevelopers.com/ai/beginner,,,,,,,,
IO5106,IoT Course,edX,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/expert,,,,,,,,
DA5107,Data Science Course,Coursera,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://coursera.com/data-science/expert,,,,,,,,
UI5108,UI/UX Design Course,edX,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/intermediate,,,,,,,,
MO5109,Mobile App Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/intermediate,,,,,,,,
CY5110,Cybersecurity Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner,,,,,,,,
UI5111,UI/UX Design Course,Google Developers,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner,,,,,,,,
WE5112,Web Development Course,Pluralsight,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/intermediate,,,,,,,,
MA5113,Machine Learning Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate,,,,,,,,
BL5114,Blockchain Course,Pluralsight,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert,,,,,,,,
DA5115,Data Science Course,Google Developers,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/expert,,,,,,,,
SO5116,Software Engineering Course,Google Developers,Expert,Introduction to Expert Software Engineering Course,Easy,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/expert,,,,,,,,
DE5117,DevOps Course,Coursera,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner,,,,,,,,
MO5118,Mobile App Development Course,Coursera,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/expert,,,,,,,,
DA5119,Data Science Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/intermediate,,,,,,,,
SO5120,Software Engineering Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/beginner,,,,,,,,
MO5121,Mobile App Development Course,Coursera,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/expert,,,,,,,,
DE5122,DevOps Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
CL5123,Cloud Computing Course,Pluralsight,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/intermediate,,,,,,,,
CY5124,Cybersecurity Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://googledevelopers.com/cybersecurity/intermediate,,,,,,,,
MA5125,Machine Learning Course,Udemy,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
MA5126,Machine Learning Course,Coursera,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/beginner,,,,,,,,
CL5127,Cloud Computing Course,Udemy,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner,,,,,,,,
MA5128,Machine Learning Course,Google Developers,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner,,,,,,,,
AI5129,AI Course,Coursera,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/beginner,,,,,,,,
DE5130,DevOps Course,Coursera,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/beginner,,,,,,,,
AI5131,AI Course,Coursera,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/intermediate,,,,,,,,
WE5132,Web Development Course,edX,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/intermediate,,,,,,,,
BL5133,Blockchain Course,Coursera,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert,,,,,,,,
MO5134,Mobile App Development Course,edX,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/expert,,,,,,,,
UI5135,UI/UX Design Course,Google Developers,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner,,,,,,,,
IO5136,IoT Course,edX,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/beginner,,,,,,,,
MA5137,Machine Learning Course,edX,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
UI5138,UI/UX Design Course,Pluralsight,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/expert,,,,,,,,
DE5139,DevOps Course,Coursera,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/expert,,,,,,,,
MA5140,Machine Learning Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate,,,,,,,,
IO5141,IoT Course,LinkedIn Learning,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
CL5142,Cloud Computing Course,LinkedIn Learning,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert,,,,,,,,
DE5143,DevOps Course,Pluralsight,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert,,,,,,,,
SO5144,Software Engineering Course,Google Developers,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/expert,,,,,,,,
MA5145,Machine Learning Course,Coursera,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://coursera.com/machine-learning/intermediate,,,,,,,,
DA5146,Data Science Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/intermediate,,,,,,,,
IO5147,IoT Course,Udemy,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate,,,,,,,,
UI5148,UI/UX Design Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/intermediate,,,,,,,,
MA5149,Machine Learning Course,Google Developers,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner,,,,,,,,
CL5150,Cloud Computing Course,Udemy,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/beginner,,,,,,,,
DE5151,DevOps Course,Udemy,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/intermediate,,,,,,,,
CL5152,Cloud Computing Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate,,,,,,,,
AI5153,AI Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/beginner,,,,,,,,
WE5154,Web Development Course,Udemy,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner,,,,,,,,
BL5155,Blockchain Course,Pluralsight,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/beginner,,,,,,,,
UI5156,UI/UX Design Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner,,,,,,,,
WE5157,Web Development Course,Coursera,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://coursera.com/web-development/beginner,,,,,,,,
UI5158,UI/UX Design Course,Coursera,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner,,,,,,,,
IO5159,IoT Course,Coursera,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/expert,,,,,,,,
CY5160,Cybersecurity Course,Udemy,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner,,,,,,,,
MO5161,Mobile App Development Course,edX,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/beginner,,,,,,,,
SO5162,Software Engineering Course,edX,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://edx.com/software-engineering/beginner,,,,,,,,
SO5163,Software Engineering Course,edX,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://edx.com/software-engineering/intermediate,,,,,,,,
UI5164,UI/UX Design Course,Google Developers,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/beginner,,,,,,,,
MA5165,Machine Learning Course,Pluralsight,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert,,,,,,,,
IO5166,IoT Course,edX,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/intermediate,,,,,,,,
CL5167,Cloud Computing Course,Coursera,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/beginner,,,,,,,,
BL5168,Blockchain Course,Google Developers,Beginner,Advanced Topics in Beginner Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/beginner,,,,,,,,
IO5169,IoT Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
DE5170,DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
DA5171,Data Science Course,Coursera,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://coursera.com/data-science/expert,,,,,,,,
MA5172,Machine Learning Course,Pluralsight,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/beginner,,,,,,,,
MO5173,Mobile App Development Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner,,,,,,,,
AI5174,AI Course,LinkedIn Learning,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate,,,,,,,,
AI5175,AI Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate,,,,,,,,
UI5176,UI/UX Design Course,Coursera,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner,,,,,,,,
DA5177,Data Science Course,Pluralsight,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/expert,,,,,,,,
SO5178,Software Engineering Course,Coursera,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert,,,,,,,,
MO5179,Mobile App Development Course,Google Developers,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert,,,,,,,,
AI5180,AI Course,Pluralsight,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert,,,,,,,,
MA5181,Machine Learning Course,Udemy,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
AI5182,AI Course,Coursera,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://coursera.com/ai/intermediate,,,,,,,,
UI5183,UI/UX Design Course,edX,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/beginner,,,,,,,,
SO5184,Software Engineering Course,Coursera,Beginner,Introduction to Beginner Software Engineering Course,Easy,"software engineering, programming, coding, development",https://coursera.com/software-engineering/beginner,,,,,,,,
CL5185,Cloud Computing Course,Coursera,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/expert,,,,,,,,
BL5186,Blockchain Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate,,,,,,,,
AI5187,AI Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://googledevelopers.com/ai/intermediate,,,,,,,,
SO5188,Software Engineering Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/intermediate,,,,,,,,
AI5189,AI Course,edX,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/expert,,,,,,,,
IO5190,IoT Course,Coursera,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://coursera.com/iot/beginner,,,,,,,,
WE5191,Web Development Course,Pluralsight,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/intermediate,,,,,,,,
BL5192,Blockchain Course,Udemy,Beginner,Advanced Topics in Beginner Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner,,,,,,,,
WE5193,Web Development Course,Pluralsight,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert,,,,,,,,
DE5194,DevOps Course,edX,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert,,,,,,,,
MO5195,Mobile App Development Course,Coursera,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/intermediate,,,,,,,,
MO5196,Mobile App Development Course,Coursera,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://coursera.com/mobile-app-development/expert,,,,,,,,
